DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Sediment PAHs,SRB,Saints Rest Beach,45.222523,-66.126761,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-25,,,,,,,Pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-17,,,RPC,
ACAP Saint John: Sediment PAHs,SRB,Saints Rest Beach,45.222523,-66.126761,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-25,,,,,,,Pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-17,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Anthracene,,Extractable,0.01,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Anthracene,,Extractable,0.01,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benz[a]anthracene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benz[a]anthracene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[a]pyrene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[a]pyrene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[e]pyrene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[e]pyrene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[ghi]perylene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[ghi]perylene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[k]fluoranthene,,Extractable,0.01,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[k]fluoranthene,,Extractable,0.01,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Dibenz[a,h]anthracene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Dibenz[a,h]anthracene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluoranthene,,Extractable,0.06,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluoranthene,,Extractable,0.06,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluorene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluorene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Moisture content,,,37,%,Actual,,,,,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Moisture content,,,37,%,Actual,,,,,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Naphthalene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Naphthalene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Phenanthrene,,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Phenanthrene,,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Pyrene,,Extractable,0.05,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,IH,Inner Harbour,45.272068,-66.073478,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Pyrene,,Extractable,0.05,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthylene,,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthylene,,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Anthracene,,Extractable,0.13,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Anthracene,,Extractable,0.13,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benz[a]anthracene,,Extractable,0.45,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benz[a]anthracene,,Extractable,0.45,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[a]pyrene,,Extractable,0.43,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[a]pyrene,,Extractable,0.43,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.54,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.54,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[e]pyrene,,Extractable,0.26,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[e]pyrene,,Extractable,0.26,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[ghi]perylene,,Extractable,0.22,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[ghi]perylene,,Extractable,0.22,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[k]fluoranthene,,Extractable,0.2,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[k]fluoranthene,,Extractable,0.2,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Dibenz[a,h]anthracene",,Extractable,0.06,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Dibenz[a,h]anthracene",,Extractable,0.06,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluoranthene,,Extractable,0.97,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluoranthene,,Extractable,0.97,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluorene,,Extractable,0.05,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Fluorene,,Extractable,0.05,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.25,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.25,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Moisture content,,,35,%,Actual,,,,,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Moisture content,,,35,%,Actual,,,,,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Naphthalene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Naphthalene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Phenanthrene,,Extractable,0.51,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Phenanthrene,,Extractable,0.51,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Pyrene,,Extractable,0.85,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Pyrene,,Extractable,0.85,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthene,,Extractable,0.01,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthene,,Extractable,0.01,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthylene,,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Acenaphthylene,,Extractable,0.04,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Anthracene,,Extractable,0.08,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Anthracene,,Extractable,0.08,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benz[a]anthracene,,Extractable,0.32,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benz[a]anthracene,,Extractable,0.32,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[a]pyrene,,Extractable,0.37,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,Benzo[a]pyrene,,Extractable,0.37,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-09-18,,,RPC,
ACAP Saint John: Sediment PAHs,TCB,Tin Can Beach,45.262244,-66.054578,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2020-08-26,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.44,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-09-18,,,RPC,
